,verb,translation,english_pos
1738,fijnmalen,grind,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1739,belemmeren,hinder,"['v', 'v', 'v', 's', 's']"
1740,beschamen,to shame,[]
1741,schimpen,taunt,"['n', 'v']"
1742,braken,vomit,"['n', 'n', 'n', 'v']"
1743,bijslapen,catch up on sleep,[]
1744,solderen,soldering,"['n', 'v']"
1745,talen,languages,"['n', 'n', 'n', 'n', 'n', 'n']"
1746,henen,them,[]
1747,verhitten,heating,"['n', 'n', 'v', 'v', 'v', 'v']"
1748,zemelen,bran,"['n', 'n']"
1749,omvergooien,knock down,[]
1750,passeren,pass,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'a']"
1751,onderwerpen,subjects,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
1752,lichten,lights,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
1753,instinken,instinct,"['n', 's']"
1754,neerzetten,put down,[]
1755,invliegen,fly in,[]
1756,binnendringen,intrusion,"['n', 'n', 'n', 'n', 'n']"
1757,algemeen,general,"['n', 'n', 'n', 'v', 'a', 's', 's', 'a', 's', 's']"
1758,klonen,clones,"['n', 'n', 'n', 'v']"
1759,hoogachten,regards,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v']"
1760,opvrijen,make out,[]
1761,uitruimen,clearing out,[]
1762,meevliegen,fly along,[]
1763,verzwikken,sprain,"['n', 'v']"
1764,dimmen,dimming,"['v', 'v', 'v', 'v', 'v']"
1765,timen,time,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
1766,overspuiten,refinishing,['v']
1767,flippen,freaking out,[]
1768,bevruchten,fertilize,"['v', 'v', 'v']"
1769,uitvergroten,enlarge,"['v', 'v', 'v', 'v']"
1770,meeroken,passive smoking,[]
1771,ontrieven,embarrassment,"['n', 'n', 'n', 'n']"
1772,achterlopen,lagging behind,[]
1773,verrassen,to surprise,[]
1774,kladden,blots,"['n', 'n', 'v', 'v']"
1775,herberekenen,recalculate,['v']
1776,omsmeden,forging,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1777,omen,omen,"['n', 'n', 'v']"
1778,instorten,to collapse,[]
1779,ruften,ruften,[]
1780,doorbreken,breaking through,[]
1781,doorzoeken,search,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
1782,dealen,deal,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1783,bijschenken,top up,[]
1784,praten,to talk,[]
1785,speerwerpen,javelin throw,[]
1786,wegscheuren,tear away,[]
1787,steden,cities,"['n', 'n', 'n']"
1788,morgen,tomorrow,"['n', 'n', 'r']"
1789,blowen,to smoke,[]
1790,ontgoochelen,disappointment,"['n', 'n']"
1791,kalksteen,limestone,['n']
1792,tsjilpen,chirp,"['n', 'v', 'v']"
1793,meehelpen,help out,[]
1794,snijden,to cut,[]
1795,zeiken,whining,"['v', 'v', 'v', 'v']"
1796,krammen,staples,"['n', 'n', 'n', 'n', 'n', 'v']"
1797,spaarvarken,piggy bank,[]
1798,vermoorden,murder,"['n', 'v', 'v']"
1799,urineren,urinating,"['v', 'v']"
1800,huurwagen,rental car,[]
1801,dagvaarden,subpoena,"['n', 'v']"
1802,vastberaden,determined,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's', 'a', 's', 's', 's']"
1803,bespreken,discuss,"['n', 'n', 'v', 'v']"
1804,overdonderen,overwhelm,"['v', 'v', 'v', 'v']"
1805,opkomen,come up,[]
1806,gesloten,closed,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'a', 'a', 'a', 'a', 's', 's', 's', 's', 's']"
1807,opvissen,fish up,[]
1808,rinkelen,ringing,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
1809,veroordelen,condemn,"['v', 'v', 'v', 'v', 'v', 'v']"
1810,afschudden,shake off,[]
1811,verstevigen,strengthen,"['v', 'v', 'v']"
1812,vergruizen,crush,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1813,doorgeven,pass around,[]
1814,overbrengen,transfer,"['n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1815,samenvatten,to summarize,[]
1816,betreden,enter,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1817,renoveren,renovate,"['v', 'v', 'v']"
1818,optimaliseren,optimize,"['v', 'v', 'v']"
1819,ontkoppelen,disconnect,"['n', 'v', 'v']"
1820,zen,zen,"['n', 'n', 'n']"
1821,presteren,achieve,['v']
1822,torsen,tors,"['n', 'n']"
1823,opgroeien,to grow up,[]
1824,kondigen,announce,"['v', 'v', 'v', 'v']"
1825,wapperen,flutter,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
1826,kantoorbenodigdheden,office equipment,[]
1827,penetreren,penetrate,"['v', 'v', 'v', 'v', 'v', 'v', 'v']"
1828,aandikken,thicken,"['v', 'v', 'v']"
1829,mikken,aim,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1830,initialiseren,initialize,"['v', 'v']"
1831,ontketenen,unleash,"['v', 'v', 'v']"
1832,afsnauwen,snub,"['n', 'n', 'v', 'v', 's']"
1833,schrompelen,shrivel,"['v', 'v']"
1834,inpraten,talking,"['n', 'v', 'v', 'v', 'v', 'v', 'v']"
1835,aandenken,keepsake,['n']
1836,kopergroen,copper green,[]
1837,zuigzoen,hickey,"['n', 'n']"
1838,sodemieteren,bugger,"['n', 'v']"
1839,plunderen,looting,"['n', 'v', 'v']"
1840,opknappen,refurbish,['v']
1841,volgen,to follow,[]
1842,natrappen,after pedaling,[]
1843,voorzagen,foresaw,"['v', 'v', 'v']"
1844,bloeien,Bloom,"['n', 'n', 'n', 'n', 'n', 'n', 'v']"
1845,been,leg,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
1846,complotteren,conspiring,"['v', 'v']"
1847,woonwagen,caravan,"['n', 'n', 'v']"
1848,jubelen,exult,"['v', 'v']"
1849,profiteren,taking advantage,[]
1850,verschepen,to ship,[]
1851,ploegen,plow,"['n', 'v', 'v', 'v']"
1852,aanhaken,hook up,[]
1853,stommelen,stumble,"['n', 'n', 'v', 'v', 'v', 'v']"
1854,overdoen,redo,"['v', 'v']"
1855,rechtzitten,sit up straight,[]
1856,poederen,powder,"['n', 'n', 'n', 'v', 'v']"
1857,lagen,layers,"['n', 'n', 'n', 'n', 'n', 'v']"
1858,happen,bite,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
1859,zakendoen,do business,[]
1860,afzoeken,searching,"['v', 'v', 'v', 'v', 's', 's', 's']"
1861,stukbijten,biting,"['v', 'v', 'v', 'v', 's', 's']"
1862,afhelpen,get rid of,[]
1863,blussen,extinguish,"['v', 'v', 'v', 'v', 'v']"
1864,inkrimpen,reduce,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1865,realiseren,realize,"['v', 'v', 'v', 'v', 'v', 'v']"
1866,lanceren,launch,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
1867,piekeren,worry,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
1868,hangen,to hang,[]
1869,hopen,to hope,[]
1870,vloeren,floors,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v']"
1871,tippelen,soliciting,"['v', 'v', 'v', 'v', 'v']"
1872,meezingen,sing along,[]
1873,verwekken,beget,['v']
1874,gootsteen,sink,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1875,omblazen,blow over,[]
1876,afbetalen,pay off,[]
1877,uitschreeuwen,Scream,"['n', 'n', 'n', 'v', 'v', 'v']"
1878,verwonden,to injure,[]
1879,verlinken,link,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
1880,bedotten,fool,"['n', 'n', 'n', 'v', 'v', 'v', 'v']"
1881,botten,bones,"['n', 'n', 'n', 'n', 'v', 'v']"
1882,klauteren,scramble,"['n', 'n', 'v', 'v', 'v', 'v', 'v']"
1883,duizelen,dizzy,"['v', 's', 's']"
1884,onderwijzen,to educate,[]
1885,klooien,messing around,[]
1886,beschieten,shelling,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1887,blootstellen,expose,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1888,identiteitspapieren,identity papers,[]
1889,omhullen,envelop,['v']
1890,goedpraten,justify,"['v', 'v', 'v', 'v', 'v']"
1891,vervullen,fulfill,"['v', 'v', 'v']"
1892,compenseren,compensate,"['v', 'v', 'v', 'v', 'v', 'v']"
1893,houthakken,to chop wood,[]
1894,verongelukken,crash,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1895,opsplitsen,split up,[]
1896,lobbyen,lobbying,['v']
1897,kusten,coasts,"['n', 'n', 'n', 'n', 'v']"
1898,racewagen,racing car,[]
1899,voortmaken,hurry up,[]
1900,flatteren,flatter,"['v', 's', 's', 's', 's', 'a', 'a', 's', 's', 's', 's', 's', 's', 's', 's', 's']"
1901,snorkelen,snorkeling,"['n', 'v']"
1902,amputeren,amputate,['v']
1903,opwekken,arouse,"['v', 'v', 'v', 'v', 'v', 'v', 'v']"
1904,herbevestigen,reconfirm,['v']
1905,studeren,to study,[]
1906,troggelen,dribble,"['n', 'n', 'n', 'v', 'v', 'v', 'v']"
1907,wachtlopen,watchkeeping,[]
1908,aanranden,assault,"['n', 'n', 'n', 'n', 'v', 'v', 'v']"
1909,losbreken,break away,[]
1910,betegelen,tiling,"['n', 'v']"
1911,prijzen,Prices,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v']"
1912,beoefenen,practicing,"['v', 'v', 'v', 'v', 'v']"
1913,hersenspoelen,brainwashing,"['n', 'v', 'v']"
1914,braden,roast,"['n', 'n', 'v', 'v', 's']"
1915,tv-optreden,TV appearance,[]
1916,betalen,Pay,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1917,houtsnijden,wood cutting,[]
1918,loslaten,letting go,[]
1919,initiëren,initiate,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
1920,sluimeren,slumber,"['n', 'n', 'v']"
1921,stopteken,stop sign,[]
1922,joyriden,joyriding,['v']
1923,waarmaken,live up to,[]
1924,besterven,to die,[]
1925,beklagen,to complain,[]
1926,lijken,appear,"['v', 'v', 'v', 'v', 'v', 'v', 'v']"
1927,rennen,run,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1928,martelen,torture,"['n', 'n', 'n', 'n', 'n', 'v', 'v']"
1929,wegrijden,drive away,[]
1930,bezweren,exorcise,['v']
1931,zelfgebakken,home baked,[]
1932,insinueren,insinuate,"['v', 'v']"
1933,verruilen,exchange,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
1934,ventileren,ventilate,"['v', 'v', 'v', 'v', 'v']"
1935,verworpen,rejected,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 's']"
1936,arresteren,to arrest,[]
1937,rondsluipen,sneak around,[]
1938,gloeien,glowing,"['n', 'v', 'v', 'v', 'v', 'v', 's']"
1939,behoren,belong,"['v', 'v', 'v', 'v', 'v', 'v']"
1940,wreken,avenge,['v']
1941,blootleggen,uncover,"['v', 'v']"
1942,langswippen,pop by,[]
1943,verrichten,perform,"['v', 'v', 'v', 'v']"
1944,glimlachen,smile,"['n', 'v', 'v']"
1945,afschieten,shoot,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1946,helpen,help out,[]
1947,samenroepen,to convene,[]
1948,stompen,stumps,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
1949,vergunnen,permit,"['n', 'n', 'n', 'v', 'v', 'v']"
1950,omhakken,chop down,[]
1951,provoceren,provoke,"['v', 'v', 'v', 'v']"
1952,steroïden,steroids,"['n', 'n']"
1953,drogeren,drugging,"['n', 'v', 'v']"
1954,toespelen,allusive,['s']
1955,instrueren,instruct,"['v', 'v', 'v']"
1956,besluipen,stalking,"['n', 'n', 'v', 'v', 'v']"
1957,verfrissen,refresh,"['v', 'v', 'v', 'v']"
1958,zwetsen,sweat,"['n', 'n', 'n', 'n', 'v']"
1959,wegjagen,scare off,[]
1960,warmtekussen,heat pad,[]
1961,dokken,docks,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
1962,harten,hearts,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
1963,vastklampen,clinging,"['v', 'v', 'v']"
1964,hunkeren,crave,"['v', 'v']"
1965,bepalen,determine,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1966,overplaatsen,transfer,"['n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1967,pijpen,pipes,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1968,bejegenen,treat,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1969,kalmeren,to calm down,[]
1970,ereteken,badge of honor,[]
1971,rondlummelen,fool around,[]
1972,kikkeren,frogs,"['n', 'n', 'n', 'v']"
1973,privé-leven,private life,[]
1974,onbescheiden,indiscreet,['a']
1975,verwedden,wager,"['n', 'n', 'v', 'v']"
1976,groenen,greens,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v']"
1977,uitspellen,spell out,[]
1978,doodmaken,kill,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1979,betekenen,mean,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's', 's', 's', 's', 's', 's', 's', 's']"
1980,adverteren,to advertise,[]
1981,navragen,inquire,"['v', 'v', 'v']"
1982,bezinnen,reflect,"['v', 'v', 'v', 'v', 'v', 'v', 'v']"
1983,bespelen,to play,[]
1984,paardjerijden,horse riding,[]
1985,presenteren,present,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'a', 'a']"
1986,vastvriezen,freeze,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1987,bekopen,pay,"['n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1988,meevaren,sail along,[]
1989,binnenschieten,comes to mind,[]
1990,omsingelen,to surround,[]
1991,uitzoomen,zoom out,[]
1992,voordoen,occur,"['v', 'v', 'v']"
1993,dagen,days,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n']"
1994,krullen,shavings,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
1995,herstellen,to recover,[]
1996,registreren,Register,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
1997,verwachten,expect,"['v', 'v', 'v', 'v', 'v', 'v']"
1998,vastpakken,grasp,"['n', 'n', 'n', 'n', 'v', 'v']"
1999,doodtrappen,kick to death,[]
2000,drijfvermogen,buoyancy,"['n', 'n', 'n', 'n']"
2001,verwarmen,to heat,[]
2002,rekenen,to calculate,[]
2003,verdelen,divide,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
2004,trimmen,trimming,"['n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2005,jen,jen,[]
2006,teruglezen,read back,[]
2007,vernachelen,down,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'a', 's', 's', 's', 's', 's', 's', 's', 's', 'r', 'r', 'r', 'r', 'r', 'r']"
2008,solliciteren,Apply,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2009,bullen,bulls,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
2010,breiden,expand,"['v', 'v', 'v', 'v', 'v', 'v', 'v']"
2011,wenken,beckons,"['v', 'v', 'v']"
2012,vermelden,mention,"['n', 'n', 'n', 'v', 'v', 'v']"
2013,luisteren,listen,"['v', 'v', 'v']"
2014,verhullen,conceal,"['v', 'v']"
2015,spelen,play,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2016,meubileren,furnish,"['v', 'v']"
2017,opnemen,record,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
2018,aantekenen,note,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
2019,weven,weave,"['n', 'v', 'v', 'v', 'v']"
2020,bidden,pray,"['v', 'v']"
2021,meedelen,to communicate,[]
2022,slippen,slipping,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 's']"
2023,uitstijgen,rise out,[]
2024,aandoen,to put on,[]
2025,voortdoen,continue,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2026,inplanten,implant,"['n', 'v', 'v', 'v']"
2027,claimen,claim,"['n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
2028,kaartlezen,card reading,[]
2029,spioneren,spy,"['n', 'n', 'v', 'v', 'v', 'v']"
2030,opladen,load,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v']"
2031,niesen,to sneeze,[]
2032,tegenstribbelen,struggle,"['n', 'n', 'n', 'v', 'v', 'v', 'v']"
2033,carpoolen,carpooling,[]
2034,staken,to strike,[]
2035,ontroeren,moving,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'a', 'a', 'a']"
2036,pasgeboren,newborn,"['n', 's', 's']"
2037,omzeilen,circumvent,"['v', 'v', 'v']"
2038,dringen,insist,"['v', 'v', 'v']"
2039,vervijfvoudigen,fivefold,['s']
2040,zwengelen,cranking,"['v', 'v', 'v', 'v', 'v']"
2041,opgeleiden,educated,"['v', 'v', 'v', 'a', 's']"
2042,rekruteren,recruiting,"['v', 'v', 'v']"
2043,vinden,find,"['n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2044,uitblazen,blow out,[]
2045,verminken,mutilate,"['v', 'v', 'v']"
2046,vertrappelen,trample,"['n', 'v', 'v', 'v']"
2047,ontzeggen,deny,"['v', 'v', 'v', 'v', 'v', 'v', 'v']"
2048,volgooien,filling up,[]
2049,opborrelen,bubble up,[]
2050,uitverkoren,elect,"['n', 'v', 'v', 's', 's']"
2051,intapen,tap,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2052,wegrennen,run away,[]
2053,overschaduwen,overshadow,"['v', 'v', 'v']"
2054,omhooghalen,lift up,[]
2055,inactiveren,inactivate,"['v', 'v']"
2056,welslagen,success,"['n', 'n', 'n', 'n']"
2057,berispen,reprimand,"['n', 'v', 'v']"
2058,ontrukken,snatch,"['n', 'n', 'n', 'n', 'n', 'v', 'v', 'v']"
2059,meerijden,ride along,[]
2060,omdoen,put on,[]
2061,afzagen,saw off,[]
2062,proeven,taste,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v']"
2063,doorsteken,pierce,"['n', 'v', 'v', 'v', 'v', 'v']"
2064,uiteendrijven,disperse,"['v', 'v', 'v', 'v', 'v', 'v']"
2065,wegsmelten,melt away,[]
2066,repeteren,rehearse,['v']
2067,doorkruisen,traverse,"['n', 'n', 'n', 'n', 'v', 'v', 'v']"
2068,parkeren,parking,"['n', 'n', 'v', 'v']"
2069,opbeuren,uplift,"['n', 'n', 'v', 'v', 'v']"
2070,verleiden,seduce,"['v', 'v']"
2071,vrienden,friends,"['n', 'n', 'n', 'n', 'n']"
2072,inlossen,redeem,"['v', 'v', 'v', 'v', 'v', 'v']"
2073,vernieuwen,renew,"['v', 'v']"
2074,pruilen,pout,"['n', 'n', 'n', 'v', 'v']"
2075,uitlenen,lending,"['n', 'v', 'v', 'v']"
2076,verslappen,relax,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2077,kreukelen,wrinkle,"['n', 'n', 'n', 'v', 'v', 'v', 'v']"
2078,vrouwenschoen,woman's shoe,[]
2079,intypen,key in,[]
2080,muteren,mutate,['v']
2081,deelnemen,Participate,"['v', 'v']"
2082,ontfutselen,to steal,[]
2083,tegenspartelen,struggle,"['n', 'n', 'n', 'v', 'v', 'v', 'v']"
2084,toeroepen,shout,"['n', 'v', 'v', 'v', 'v']"
2085,terugschieten,shoot back,[]
2086,opgedragen,commissioned,"['v', 'v', 'v', 'a', 's']"
2087,raken,touch,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2088,fantaseren,fantasize,"['v', 'v']"
2089,vooruitbetalen,pay it Forward,[]
2090,vrijen,making out,[]
2091,scheren,shave,"['n', 'v', 'v', 'v', 'v', 'v', 'v']"
2092,terughoren,hear back,[]
2093,grafsteen,tombstone,['n']
2094,afdalen,descend,"['v', 'v', 'v', 'v']"
2095,begeleiden,accompany,"['v', 'v', 'v', 'v']"
2096,modificeren,modify,"['v', 'v', 'v']"
2097,folteren,torture,"['n', 'n', 'n', 'n', 'n', 'v', 'v']"
2098,knakken,snap,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2099,weren,keep out,[]
2100,aftellen,countdown,['n']
2101,ex-kampioen,ex-champion,[]
2102,liksteen,lick stone,[]
2103,koloniseren,colonize,"['v', 'v']"
2104,schaken,chess,"['n', 'n']"
2105,rotzooien,mess around,[]
2106,beroeren,touch,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2107,nablijven,detention,"['n', 'n']"
2108,specimen,specimen,"['n', 'n']"
2109,afpikken,pick off,[]
2110,straffen,to punish,[]
2111,herbouwen,rebuild,['v']
2112,verstieren,to disrupt,[]
2113,glijden,to slide,[]
2114,verzenden,to send,[]
2115,uitdoen,turning off,[]
2116,ontluchten,bleed,"['v', 'v', 'v', 'v', 'v']"
2117,beproeven,to try,[]
2118,openscheuren,tear open,[]
2119,flaneren,stroll,"['n', 'v']"
2120,sjorren,lashing,"['n', 'n', 'v', 'v', 'v', 'v', 's']"
2121,onderdompelen,submerge,"['v', 'v', 'v', 'v']"
2122,seksleven,sex life,[]
2123,openhalen,open up,[]
2124,resoneren,resonate,"['v', 'v']"
2125,doen,to do,[]
2126,hen,them,[]
2127,capituleren,capitulate,['v']
2128,afschilderen,depict,"['v', 'v', 'v']"
2129,oprijzen,rise up,[]
2130,verroesten,rust,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 's']"
2131,inzittenden,occupants,['n']
2132,klagen,complain,"['v', 'v']"
2133,overwerken,overtime,"['n', 'n', 'r']"
2134,kraaien,crows,"['n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v']"
2135,kanovaren,canoeing,['v']
2136,papieren,paper,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v']"
2137,charmeren,charm,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
2138,flessen,bottles,"['n', 'n', 'n', 'v', 'v']"
2139,kletsen,chat,"['n', 'n', 'n', 'v']"
2140,draaien,to turn,[]
2141,kiezen,select,"['v', 's', 's']"
2142,verbrokkelen,crumble,"['v', 'v', 'v']"
2143,ineenstorten,collapse,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2144,gijzelen,hostage,['n']
2145,oprotten,get lost,[]
2146,ontploffen,explode,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2147,spoorzoeken,tracking,"['n', 'v', 'v', 'v', 'v', 'v']"
2148,overcompenseren,overcompensate,"['v', 'v']"
2149,binden,tie,"['n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'n', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2150,overgeven,throwing up,[]
2151,ketenen,shackles,"['n', 'n', 'v', 'v']"
2152,helen,heal,"['v', 'v', 'v']"
2153,geschoren,shaved,"['v', 'v', 'v', 'v', 'v', 'v', 'a']"
2154,draperen,drape,"['n', 'n', 'n', 'v', 'v', 'v', 'v']"
2155,verstoten,cast away,[]
2156,wauwelen,wow,"['n', 'v']"
2157,overhalen,persuade,"['v', 'v']"
2158,gevangen,caught,"['v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v', 'v']"
2159,beboteren,butter,"['n', 'n', 'v']"
2160,uitsmeren,smear,"['n', 'n', 'n', 'n', 'v', 'v', 'v', 'v']"
