index,word,translation,tag
001080,da's,that's,SPEC
001081,keus,choice,N
001082,blijkbaar,apparently,ADJ
001083,negen,nine,TW
001084,extra,additional,ADJ
001085,muur,wall,N
001086,gesprek,conversation,N
001087,ongelooflijk,incredible,ADJ
001088,30,30,TW
001089,bureau,desk,N
001090,meegenomen,included,WW
001091,15,15,TW
001092,spul,stuff,N
001093,bekijken,see,WW
001094,ruzie,fight,N
001095,opschieten,Hurry up,WW
001096,meenemen,take,WW
001097,maat,measure,N
001098,sir,sir,SPEC
001099,zaten,sat,WW
001100,slag,battle,N
001101,uiteindelijk,finally,ADJ
001102,verrassing,surprise,N
001103,welterusten,good night,N
001104,lees,read,WW
001105,raakt,hit,WW
001106,kiezen,select,WW
001107,woon,residential,WW
001108,les,lesson,N
001109,liegen,to lie,WW
001110,lift,elevator,N
001111,haalt,gets,WW
001112,gewond,injured,ADJ
001113,prachtige,gorgeous,ADJ
001114,gauw,soon,ADJ
001115,paard,horse,N
001116,boeken,books,N
001117,geregeld,regularly,WW
001118,lijst,list,N
001119,amerikaanse,American,ADJ
001120,sluiten,Close,WW
001121,bedrijf,company,N
001122,vonden,found,WW
001123,wat_een,what a,VNW
001124,schrijf,write,WW
001125,meest,most,VNW
001126,bal,ball,N
001127,liegt,lying,WW
001128,belachelijk,ridiculous,ADJ
001129,gebouw,building,N
001130,achteruit,backwards,BW
001131,aandacht,attention,N
001132,kerk,church,N
001133,nek,neck,N
001134,brief,letter,N
001135,bewegen,to move,WW
001136,gehaald,achieved,WW
001137,gepakt,caught,WW
001138,verdient,earns,WW
001139,dode,dead,ADJ
001140,50,50,TW
001141,wisten,knew,WW
001142,hangen,to hang,WW
001143,gehouden,held,WW
001144,allen,all,VNW
001145,voeten,feet,N
001146,gestorven,died,WW
001147,slaapt,sleeps,WW
001148,stelt,states,WW
001149,winkel,store,N
001150,aangenaam,pleasant,ADJ
001151,eikel,jerk,N
001152,gezeten,seated,WW
001153,groter,taller,ADJ
001154,belt,call,WW
001155,speciale,special one,ADJ
001156,draagt,wear,WW
001157,stelen,steal,WW
001158,vlucht,flight,N
001159,bestaan,to exist,WW
001160,levend,living,WW
001161,vrede,peace,N
001162,glas,glass,N
001163,hiermee,with this,BW
001164,bericht,message,N
001165,$,$,SPEC
001166,rekening,bill,N
001167,lk,l,N
001168,meiden,girls,N
001169,godsnaam,God sake,N
001170,vlees,meat,N
001171,kennis,knowledge,N
001172,verschil,difference,N
001173,last,load,N
001174,zee,sea,N
001175,waarmee,by which,BW
001176,doorgaan,Get on,WW
001177,lol,LOL,N
001178,boodschap,message,N
001179,waarop,upon which,BW
001180,partner,partner,N
001181,verkocht,sold,WW
001182,wens,wish,N
001183,simpel,easy,ADJ
001184,bevel,command,N
001185,ontdekt,discovered,WW
001186,zagen,saw,WW
001187,dachten,thought,WW
001188,zwart,black,ADJ
001189,gebied,area,N
001190,adres,address,N
001191,enig,any,VNW
001192,twintig,twenty,TW
001193,betere,better,ADJ
001194,rechts,right,ADJ
001195,sprak,spoke,WW
001196,held,hero,N
001197,zuster,sister,N
001198,volk,people,N
001199,goedenavond,good evening,ADJ
001200,feestje,party,N
001201,zelfmoord,suicide,N
001202,stukje,piece,N
001203,boel,lot,N
001204,zware,heavy,ADJ
001205,verandert,changes,WW
001206,bedoelde,meant,WW
001207,positie,position,N
001208,lot,lot,N
001209,gesloten,closed,WW
001210,rode,red,ADJ
001211,gestopt,stopped,WW
001212,duren,last,WW
001213,indruk,impression,N
001214,zingen,to sing,WW
001215,gestoord,disturbed,WW
001216,bus,bus,N
001217,noemt,mentions,WW
001218,adem,breath,N
001219,trein,train,N
001220,huilen,to cry,WW
001221,vanmorgen,this morning,BW
001222,bedanken,to thank,WW
001223,oma,Grandma,N
001224,vertrek,departure,N
001225,leer,leather,WW
001226,krant,newspaper,N
001227,nadenken,reflect,WW
001228,wijn,wine,N
001229,bezorgd,Worried,ADJ
001230,langzaam,slowly,ADJ
001231,geweten,conscience,WW
001232,vijand,enemy,N
001233,trap,stairway,N
001234,ineens,suddenly,BW
001235,verlies,loss,N
001236,excuses,apologies,N
001237,armen,arms,N
001238,teveel,too much,VNW
001239,aantal,number,N
001240,slot,key lock,N
001241,dol,crazy,ADJ
001242,100,100,TW
001243,draaien,to spin,WW
001244,speciaal,special,ADJ
001245,frank,frank,SPEC
001246,wedstrijd,contest,N
001247,gooien,throw,WW
001248,agenten,agents,N
001249,gast,guest,N
001250,keuken,kitchen,N
001251,tas,bag,N
001252,ook_maar,just,BW
001253,rechter,judge,N
001254,kort,short,ADJ
001255,gewone,ordinary,ADJ
001256,draait,runs,WW
001257,vakantie,vacation,N
001258,op_weg,on the way,VZ
001259,betrokken,concerned,WW
001260,zwanger,pregnant,ADJ
001261,sleutels,Keys,N
001262,passen,to suit,WW
001263,dichtbij,close to,ADJ
001264,12,12,TW
001265,geholpen,assisted,WW
001266,tijden,times,N
001267,waarvan,from what,BW
001268,dak,roof,N
001269,van_alles,everything,VZ
001270,ijs,ice,N
001271,gasten,visitors,N
001272,vlak,flat,BW
001273,geschiedenis,history,N
001274,generaal,general,N
001275,gepraat,talk,WW
001276,zakken,lower,WW
001277,midden,middle,BW
001278,totaal,total,ADJ
001279,waarover,about what,BW
001280,hoek,corner,N
001281,durf,dare,WW
001282,werkelijk,really,ADJ
001283,schoon,clean,ADJ
001284,zorgt,makes,WW
001285,camera,camera,N
001286,he,Hey,TSW
001287,toevallig,accidentally,ADJ
001288,gevangen,caught,WW
001289,bereid,prepared,ADJ
001290,grap,joke,N
001291,steek,sting,WW
001292,ontslagen,laid off,WW
001293,ervaring,experience,N
001294,roep,call,WW
001295,ontsnappen,escape,WW
001296,geslagen,beaten,WW
001297,stoel,chair,N
001298,weekend,weekend,N
001299,een_kleine,a small,LID
001300,thee,tea,N
001301,leef,live,WW
001302,betaalt,pay,WW
001303,charlie,Charlie,SPEC
001304,been,leg,N
001305,noemde,named,WW
001306,draag,wear,WW
001307,koop,buy,WW
001308,engels,English,SPEC
001309,dankzij,thanks to,VZ
001310,hoge,High,ADJ
001311,volledig,fully,ADJ
001312,vieren,to celebrate,WW
001313,vergeef,forgive,WW
001314,luistert,listening,WW
001315,r,r,N
001316,bar,bar,N
001317,voet,foot,N
001318,begraven,to bury,WW
001319,sam,sam,SPEC
001320,radio,radio,N
001321,4,4,TW
001322,heus,really,ADJ
001323,klote,sucks,ADJ
001324,trouw,faithfully,N
001325,belangrijke,important,ADJ
001326,witte,white,ADJ
001327,terecht,justly,ADJ
001328,ware,true,ADJ
001329,sloeg,hit,WW
001330,zocht,sought,WW
001331,honderd,hundred,TW
001332,onmiddellijk,immediately,ADJ
001333,s,s,N
001334,rijdt,rides,WW
001335,erachter,out,BW
001336,deal,deal,N
001337,vriendje,boyfriend,N
001338,jurk,dress,N
001339,bier,beer,N
001340,schoot,lap,WW
001341,kus,kiss,N
001342,gat,hole,N
001343,opeens,suddenly,BW
001344,hoer,whore,N
001345,leidt,leads,WW
001346,6,6,TW
001347,richting,direction,N
001348,beiden,both,VNW
001349,rol,role,N
001350,plaatsen,place,N
001351,binnenkort,shortly,BW
001352,der,der,LID
001353,reet,crack,N
001354,waarin,in which,BW
001355,raakte,hit,WW
001356,lach,laugh,WW
001357,tekenen,to draw,WW
001358,wind,wind,N
001359,overleven,survive,WW
001360,verdorie,shucks,N
001361,sommigen,some,VNW
001362,vrijheid,freedom,N
001363,rook,smoke,N
001364,past,suits,WW
001365,orde,order,N
001366,geheime,secret,ADJ
001367,blauwe,blue,ADJ
001368,sterft,dies,WW
001369,getuige,witness,N
001370,verklaring,statement,N
001371,boord,board,N
001372,breken,break,WW
001373,vaker,more often,ADJ
001374,slachtoffer,victim,N
001375,gegeten,ate,WW
001376,in_plaats_van,instead of,VZ
001377,gemeen,common,ADJ
001378,ophalen,to pick up,WW
001379,geluid,sound,N
001380,rood,red,ADJ
001381,toestemming,permission,N
001382,bezit,property,N
001383,enorm,enormous,ADJ
001384,leeftijd,age,N
001385,mist,fog,WW
001386,ouder,parent,ADJ
001387,wint,wins,WW
001388,geniet,enjoy,WW
001389,kosten,cost,WW
001390,twaalf,twelve,TW
001391,rare,weird,ADJ
001392,tante,aunt,N
001393,lui,lazy,N
001394,besloten,private,WW
001395,bevalt,like,WW
001396,kilometer,kilometer,N
001397,knul,guy,N
001398,beweging,movement,N
001399,kerels,guys,N
001400,enorme,enormous,ADJ
001401,verantwoordelijk,responsible,ADJ
001402,gevoelens,feelings,N
001403,momentje,just hold on,N
001404,dieren,animals,N
001405,beest,beast,N
001406,het_licht,the light,LID
001407,geweer,gun,N
001408,opdracht,order,N
001409,onderzoeken,to research,WW
001410,onschuldig,innocent,ADJ
001411,bespreken,discuss,WW
001412,risico,risk,N
001413,boom,tree,N
001414,bek,beak,N
001415,vele,many,VNW
001416,regering,government,N
001417,springen,to jump,WW
001418,bijzonder,particular,ADJ
001419,goud,gold,N
001420,ontvangen,receive,WW
001421,oren,ears,N
001422,wonder,miracle,N
001423,tevreden,satisfied,ADJ
001424,hopen,to hope,WW
001425,kussen,To kiss,WW
001426,gezocht,wanted,WW
001427,mooiste,most beautiful,ADJ
001428,verjaardag,birthday,N
001429,bedacht,conceived,WW
001430,afgesproken,agreed,WW
001431,jas,jacket,N
001432,betekenen,mean,WW
001433,feit,fact,N
001434,ontbijt,breakfast,N
001435,cel,cell,N
001436,gratis,free,ADJ
001437,tegenhouden,stop,WW
001438,show,show,N
001439,halve,half,ADJ
001440,volwassen,adult,ADJ
001441,veiligheid,safety,N
001442,monster,sample,N
001443,minuut,minute,N
001444,eeuwig,everlasting,ADJ
001445,beurt,turn,N
001446,overkomen,befall,WW
001447,club,club,N
001448,gebleven,remained,WW
001449,taxi,cab,N
001450,ma,mom,N
001451,fles,bottle,N
001452,dikke,thick,ADJ
001453,terugkomen,coming back,WW
001454,afmaken,finish up,WW
001455,schijnt,seems,WW
001456,rusten,rest,WW
001457,'s_nachts,'at night,LID
001458,rivier,river,N
001459,papieren,paper,N
001460,betreft,regarding,WW
001461,verschillende,various,ADJ
001462,getuigen,witness,N
001463,te_ver,too far,BW
001464,spoor,track,N
001465,vertrokken,departed,WW
001466,cool,cool,ADJ
001467,verdwijnen,to disappear,WW
001468,missie,mission,N
001469,klas,class,N
001470,beslissing,decision,N
001471,genoegen,pleasure,N
001472,reken,accounting,WW
001473,opzij,aside,BW
001474,taak,task,N
001475,snapt,understands,WW
001476,honden,dogs,N
001477,tanden,teeth,N
001478,bedoeling,intention,N
001479,bouwen,to build,WW
001480,nerveus,nervous,ADJ
001481,bloemen,flowers,N
001482,behoorlijk,fairly,ADJ
001483,gelogen,lied,WW
001484,kolonel,colonel,N
001485,dik,fat,ADJ
001486,trekt,attracts,WW
001487,gedoe,hassle,N
001488,verboden,forbidden,WW
001489,strijd,fight,N
001490,volgt,follows,WW
001491,vis,fish,N
001492,komaan,come on,WW
001493,neergeschoten,shot,WW
001494,nagedacht,thought,WW
001495,ballen,balls,N
001496,uren,hours,N
001497,mes,knife,N
001498,roken,to smoke,WW
001499,jaloers,jealous,ADJ
001500,opstaan,rise,WW
001501,tom,Tom,SPEC
001502,aanval,attack,N
001503,george,George,SPEC
001504,neuken,fuck,WW
001505,antwoorden,answers,N
001506,wraak,revenge,N
001507,meester,master,N
001508,vlug,quickly,ADJ
001509,schreef,wrote,WW
001510,overleden,passed away,WW
001511,lukken,work out,WW
001512,wezen,being,WW
001513,verhalen,stories,N
001514,ochtend,morning,N
001515,pad,path,N
001516,systeem,system,N
001517,vernietigen,destroy,WW
001518,lunch,lunch,N
001519,kat,cat,N
001520,vorm,form,N
001521,verschrikkelijk,terrible,ADJ
001522,voor_het_eerst,for the first time,VZ
001523,ruikt,smells,WW
001524,fijne,fine,ADJ
001525,ring,ring,N
001526,uitstekend,excellent,ADJ
001527,opa,grandfather,N
001528,flink,lot,ADJ
001529,belangrijkste,main,ADJ
001530,verpest,messed up,WW
001531,ontsnapt,Escaped,WW
001532,dorp,village,N
001533,auto's,cars,N
001534,fbl,fbl,SPEC
001535,genoemd,called,WW
001536,sheriff,sheriff,N
001537,vergeven,to forgive,WW
001538,leiding,conduit,N
001539,afstand,distance,N
001540,stopt,stops,WW
001541,gevecht,fight,N
001542,londen,London,SPEC
001543,computer,computer,N
001544,misdaad,crime,N
001545,bepaalde,particular,ADJ
001546,paniek,panic,N
001547,in_staat,able,VZ
001548,gekozen,chosen,WW
001549,professor,professor,N
001550,geweld,violence,N
001551,soldaten,soldiers,N
001552,perfecte,perfect,ADJ
001553,leider,leader,N
001554,moed,courage,N
001555,gedrag,behaviour,N
001556,opnemen,record,WW
001557,verlaat,leaves,WW
001558,geschoten,shot,WW
001559,vrije,free,ADJ
001560,vertrekt,leaves,WW
001561,zo_niet,if not,BW
001562,david,david,SPEC
001563,bad,bath,N
001564,reed,drove,WW
001565,kogel,ball,N
001566,spelletje,game,N
001567,beeld,statue,N
001568,meegemaakt,experienced,WW
001569,kleur,color,N
001570,duivel,devil,N
001571,keren,turn,N
001572,geslapen,slept,WW
001573,sukkel,softy,N
001574,bedenken,think,WW
001575,gearresteerd,arrested,WW
001576,speelde,played,WW
001577,m,m,N
001578,erom,around,BW
001579,verstand,wit,N
001580,soldaat,soldier,N
001581,neef,cousin,N
001582,huid,skin,N
001583,vecht,fight,WW
001584,moorden,murder,N
001585,levens,lives,N
001586,joe,joe,SPEC
001587,ergste,worst,ADJ
001588,harder,mullet,ADJ
001589,parijs,Paris,SPEC
001590,brand,fire,N
001591,troep,gang,N
001592,actie,action,N
001593,verraden,betray,WW
001594,vingers,fingers,N
001595,duizend,thousand,TW
001596,procent,per cent,N
001597,jazeker,hell yes,N
001598,operatie,operation,N
001599,voeren,feed,WW
001600,domme,stupid,ADJ
001601,wijs,wise,ADJ
001602,controleren,to check,WW
001603,test,test,N
001604,gekke,silly,ADJ
001605,bos,forest,N
001606,type,type,N
001607,gezelschap,party,N
001608,uitzoeken,investigate,WW
001609,eenmaal,once,BW
001610,tent,tent,N
001611,steken,stabbing,WW
001612,heette,was called,WW
001613,dichterbij,closer,ADJ
001614,tonen,show,WW
001615,vriendelijk,friendly,ADJ
001616,ster,star,N
001617,code,code,N
001618,toilet,toilet,N
001619,gemakkelijk,easy,ADJ
001620,motor,engine,N
001621,kregen,got,WW
001622,aardige,nice,ADJ
001623,oplossing,solution,N
001624,dankbaar,grateful,ADJ
001625,ten,at,VZ
001626,sporen,tracks,N
001627,zomer,summer,N
001628,koningin,queen,N
001629,hartelijk,warmly,ADJ
001630,geloofde,believed,WW
001631,bijvoorbeeld,for example,BW
001632,40,40,TW
001633,aandoen,to put on,WW
001634,gevolgd,followed,WW
001635,vaders,fathers,N
001636,verwachten,expect,WW
001637,publiek,audience,N
001638,ruim,spacious,ADJ
001639,aangedaan,affected,WW
001640,verdachte,suspect,N
001641,bak,bin,N
001642,25,25,TW
001643,voorkomen,appearance,WW
001644,restaurant,restaurant,N
001645,gedragen,behave,WW
001646,vorig,last,ADJ
001647,hoopte,hoped,WW
001648,verdiend,earned,WW
001649,verkoop,sale,WW
001650,drankje,drink,N
001651,openen,to open,WW
001652,7,7,TW
001653,schoonheid,beauty,N
001654,pakt,arrested,WW
001655,jouwe,yours,VNW
001656,stilte,Silence,N
001657,lijden,suffering,WW
001658,donder,Thunder,WW
001659,zwak,weak,ADJ
001660,start,Start,N
001661,vreselijke,fearful,ADJ
001662,duur,expensive,ADJ
001663,drank,drink,N
001664,blik,look,N
001665,8,8,TW
001666,lenen,to borrow,WW
001667,vangen,to catch,WW
001668,heilige,saint,ADJ
001669,gerust,safe,ADJ
001670,wiens,whose,VNW
001671,kies,choose,WW
001672,tegenwoordig,nowadays,ADJ
001673,af_en_toe,occasionally,VZ
001674,klanten,customers,N
001675,uitgenodigd,invited,WW
001676,melk,milk,N
001677,binnenkomen,enter,WW
001678,verbergen,hide,WW
001679,twee_uur,two o'clock,TW
001680,mrs.,mrs.,N
001681,maan,Moon,N
001682,twijfel,doubt,N
001683,vermoordt,killing,WW
001684,roepen,call,WW
001685,luitenant,lieutenant,N
001686,het_hoofd,the head,LID
001687,vissen,fishing,N
001688,taal,language,N
001689,landen,Nations,N
001690,sterker,stronger,ADJ
001691,vrijdag,Friday,SPEC
001692,bob,bob,SPEC
001693,vluchten,flee,WW
001694,vandoor,away,BW
001695,geduld,patience,N
001696,hiervan,hereof,BW
001697,compleet,complete,ADJ
001698,een_of_andere,some sort of,LID
001699,redt,saves,WW
001700,bom,bomb,N
001701,beslist,decided,WW
001702,sterke,strong,ADJ
001703,stappen,to step,WW
001704,harry,harry,SPEC
001705,trut,bitch,N
001706,afscheid,goodbye,N
001707,leugenaar,liar,N
001708,dossier,dossier,N
001709,aanvallen,to attack,WW
001710,24,24,TW
001711,rotzooi,shit,N
001712,energie,energy,N
001713,gelaten,left,WW
001714,bepaald,determined,ADJ
001715,zwemmen,swimming,WW
001716,toon,tone,N
001717,details,details,N
001718,straf,punishment,N
001719,mening,opinion,N
001720,verliest,loses,WW
001721,gewacht,waited,WW
001722,bekijk,view,WW
001723,gaven,gifts,WW
001724,strand,beach,N
001725,ervandoor,off,BW
001726,gelul,bullshit,N
001727,ideeÎn,ideeÎn,N
001728,meent,believes,WW
001729,blanke,White person,ADJ
001730,persoonlijke,personal,ADJ
001731,manieren,manners,N
001732,in_de_war,confused,VZ
001733,nauwelijks,barely,BW
001734,hoewel,although,VG
001735,ernstig,serious,ADJ
001736,akkoord,agreement,ADJ
001737,doos,box,N
001738,stuurt,sends,WW
001739,bieden,offer,WW
001740,top,top,N
001741,stuurde,sent,WW
001742,rekenen,to calculate,WW
001743,geÔnteresseerd,geÔnteresseerd,WW
001744,cent,cent,N
001745,harde,tough,ADJ
001746,slachtoffers,victims,N
001747,vergissing,mistake,N
001748,morgenochtend,tomorrow morning,BW
001749,sergeant,sergeant,N
001750,hoger,higher,ADJ
001751,bidden,pray,WW
001752,oplossen,to resolve,WW
001753,leerde,learned,WW
001754,gebruikte,used,WW
001755,op_de_hoogte,informed,VZ
001756,stemmen,to vote,N
001757,duizenden,thousands,N
001758,gedronken,drunk,WW
001759,post,post,N
001760,kaarten,Cards,N
001761,interesseert,interests,WW
001762,talent,talent,N
001763,universiteit,university,N
001764,dans,dance,N
001765,brug,bridge,N
001766,medicijnen,medicines,N
001767,advies,advice,N
001768,vervelend,annoying,ADJ
001769,tuin,garden,N
001770,volle,full,ADJ
001771,in_de_steek,in_de_steek,VZ
001772,tegenover,opposite,VZ
001773,gaaf,whole,ADJ
001774,mike,Mike,SPEC
001775,echtgenoot,husband,N
001776,ondanks,despite,VZ
001777,juffrouw,miss,N
001778,blind,blind,ADJ
001779,ziekte,disease,N
001780,appartement,apartment,N
001781,programma,program,N
001782,waardoor,Causing,BW
001783,michael,michael,SPEC
001784,eiland,Island,N
001785,engeland,England,SPEC
001786,eigenaar,owner,N
001787,verborgen,hidden,WW
001788,sexy,sexy,ADJ
001789,stukken,pieces,N
001790,zonde,sin,N
001791,carriËre,career,N
001792,belang,interest,N
001793,pers,press,N
001794,wit,white,ADJ
001795,la,la,SPEC
001796,eenvoudig,simple,ADJ
001797,moeders,mothers,N
001798,waarheen,where to,BW
001799,hiervoor,for this,BW
001800,klus,job,N
001801,fouten,faults,N
001802,erheen,there,BW
001803,planeet,planet,N
001804,paarden,horses,N
001805,favoriete,favourite,ADJ
001806,schrijft,writes,WW
001807,kunst,art,N
001808,vaarwel,farewell,ADJ
001809,gedachte,thought,N
001810,korte,short,ADJ
001811,leert,learn,WW
001812,jagen,to hunt,WW
001813,biertje,beer,N
001814,films,movies,N
001815,makkelijker,easier,ADJ
001816,achtergelaten,abandoned,WW
001817,pik,cock,WW
001818,grens,border,N
001819,gezond,healthy,ADJ
001820,kip,chicken,N
001821,steun,support,N
001822,genieten,to enjoy,WW
001823,begrafenis,funeral,N
001824,inspecteur,inspector,N
001825,klootzakken,motherfuckers,N
001826,gewend,accustomed,WW
001827,reizen,to travel,WW
001828,koken,Cook,WW
001829,vasthouden,to hold,WW
001830,verstopt,constipated,WW
001831,godverdomme,Goddamnit,TSW
001832,proces,process,N
001833,deuren,doors,N
001834,arresteren,to arrest,WW
001835,streek,region,N
001836,sterf,death,WW
001837,hielp,helped,WW
001838,vloer,floor,N
001839,hersenen,brain,N
001840,blauw,blue,ADJ
001841,ontmoette,met,WW
001842,schade,damage,N
001843,aankomen,arrive,WW
